개방자치단체코드,관리번호,시도명,시군구명,관리구역명,관리구역대상지역명,배출장소유형,배출장소,생활쓰레기배출방법,음식물쓰레기배출방법,재활용품배출방법,일시적다량폐기물배출방법,일시적다량폐기물배출장소,생활쓰레기배출요일,음식물쓰레기배출요일,재활용품배출요일,생활쓰레기배출시작시각,생활쓰레기배출종료시각,음식물쓰레기배출시작시각,음식물쓰레기배출종료시각,재활용품배출시작시각,재활용품배출종료시각,일시적다량폐기물배출시작시각,일시적다량폐기물배출종료시각,미수거일,관리부서명,관리부서전화번호,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
4030000,202440300000400291,경기도,의왕시,의왕시,능안길,문전수거,문앞,종량제봉투에 담아 묶어서 배출,음식물종량제봉투에 담아 묶어서 배출,투명비닐 또는 마대에 담아 묶어서 배출,종량제봉투에 담아 묶어서 배출,문전수거,화+목+토,화+목+토,화+목+토,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:55
4030000,202440300000400018,경기도,의왕시,의왕시,효행로,문전수거,문앞,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,월+화+수+목+금+토,화+목+토,월+수+금,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:54
4030000,202440300000400316,경기도,의왕시,의왕시,백운호수로7길,문전수거,문앞,종량제봉투에 담아 묶어서 배출,음식물종량제봉투에 담아 묶어서 배출,투명비닐 또는 마대에 담아 묶어서 배출,종량제봉투에 담아 묶어서 배출,문전수거,월+수+금,화+금,월+수+금,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:55
4030000,202440300000400252,경기도,의왕시,의왕시,정우3길,문전수거,문앞,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,월+수+금,화+목+토,월+수+금,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:55
4030000,202440300000400302,경기도,의왕시,의왕시,한직골길,문전수거,문앞,종량제봉투에 담아 묶어서 배출,음식물종량제봉투에 담아 묶어서 배출,투명비닐 또는 마대에 담아 묶어서 배출,종량제봉투에 담아 묶어서 배출,문전수거,화+목+토,화+금,월+수+금,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:55
4030000,202440300000400346,경기도,의왕시,의왕시,동부시장3길,문전수거,문앞,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,월+수+금,기타,기타,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-09-04 15:35:17
4030000,202440300000400048,경기도,의왕시,의왕시,안골다리남길,문전수거,문앞,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,화+목+토,수,수,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:54
4030000,202440300000400269,경기도,의왕시,의왕시,내손2동사무소(복지로189),문전수거,문앞,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,월+화+수+목+금+토,월+화+수+목+금+토,월+화+수+목+금+토,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:55
4030000,202440300000400345,경기도,의왕시,의왕시,동부시장2길,문전수거,문앞,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,월+수+금,기타,기타,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-09-04 15:35:17
4030000,202440300000400204,경기도,의왕시,의왕시,민백1길,문전수거,문앞,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,월+수+금,월+수+금,월+화+수+목+금+토,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:55
4030000,202440300000400014,경기도,의왕시,의왕시,오전천로,문전수거,문앞,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,월+화+수+목+금+토,월+화+목+토,월+화+수+목+금+토,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:54
4030000,202440300000400244,경기도,의왕시,의왕시,벌모루앞길(새마을금고-백운중),문전수거,문앞,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,화+목+토,월+화+수+목+금+토,수,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:55
4030000,202440300000400332,경기도,의왕시,의왕시,어내들3길,문전수거,문앞,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,기타,기타,기타,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-09-04 15:35:17
4030000,202440300000400347,경기도,의왕시,의왕시,동부시장4길,문전수거,문앞,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,월+수+금,기타,기타,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-09-04 15:35:17
4030000,202440300000400126,경기도,의왕시,의왕시,장안남북로2길,문전수거,문앞,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,화+목+토,화+금,화+목+토,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:54
4030000,202440300000400054,경기도,의왕시,의왕시,오전동길,문전수거,문앞,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,월+수+금,화+목+토,화+목+토,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:54
4030000,202440300000400180,경기도,의왕시,의왕시,초평로,문전수거,문앞,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,화+목+토,화+목+토,화+목+토,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:55
4030000,202440300000400068,경기도,의왕시,의왕시,한밭들길,문전수거,문앞,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,월+수+금,월+수+금,월+수+금,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:54
4030000,202440300000400209,경기도,의왕시,의왕시,예비군 훈련장,문전수거,문앞,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,수+금,화,수,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:55
4030000,202440300000400297,경기도,의왕시,의왕시,새터말길,문전수거,문앞,종량제봉투에 담아 묶어서 배출,음식물종량제봉투에 담아 묶어서 배출,투명비닐 또는 마대에 담아 묶어서 배출,종량제봉투에 담아 묶어서 배출,문전수거,월+수+금,월+수+금,월+수+금,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:55
4030000,202440300000400212,경기도,의왕시,의왕시,포일로,문전수거,문앞,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,화+목+토,월+수+금,화+목+토,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:55
4030000,202440300000400241,경기도,의왕시,의왕시,내손중앙7길,문전수거,문앞,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,월+수+금,월+수+금,월+수+금,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:55
4030000,202440300000400164,경기도,의왕시,의왕시,중촌길,문전수거,문앞,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,화+목+토,화+목+토,화+목+토,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:54
4030000,202440300000400028,경기도,의왕시,의왕시,고천길,문전수거,문앞,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,화+목+토,화+목+토,화+목+토,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:54
4030000,202440300000400344,경기도,의왕시,의왕시,동부시장1길,문전수거,문앞,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,월+수+금,기타,기타,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-09-04 15:35:17
4030000,202440300000400208,경기도,의왕시,의왕시,흥안대로 362번길(평촌 경계길),문전수거,문앞,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,월+수+금,월+수+금,월+화+수+목+금+토,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:55
4030000,202440300000400283,경기도,의왕시,의왕시,의일로,문전수거,문앞,종량제봉투에 담아 묶어서 배출,음식물종량제봉투에 담아 묶어서 배출,투명비닐 또는 마대에 담아 묶어서 배출,종량제봉투에 담아 묶어서 배출,문전수거,화+목+토,월+금,월+수+금,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:55
4030000,202440300000400163,경기도,의왕시,의왕시,잿말길,문전수거,문앞,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,화+목+토,화+목+토,토,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:54
4030000,202440300000400035,경기도,의왕시,의왕시,맑은내1길,문전수거,문앞,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,월+수+금,월+수+금,월+수+금,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:54
4030000,202440300000400224,경기도,의왕시,의왕시,성고개로,문전수거,문앞,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,화+목+토,월+수+금,화+목+토,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:55
4030000,202440300000400290,경기도,의왕시,의왕시,백운중앙로,문전수거,문앞,종량제봉투에 담아 묶어서 배출,음식물종량제봉투에 담아 묶어서 배출,투명비닐 또는 마대에 담아 묶어서 배출,종량제봉투에 담아 묶어서 배출,문전수거,월+목,화+금,월+수+금,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:55
4030000,202440300000400175,경기도,의왕시,의왕시,새말길,문전수거,문앞,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,화+목+토,월+수+금,수,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:54
4030000,202440300000400141,경기도,의왕시,의왕시,별묘길(이레빌),문전수거,문앞,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,월+금,화+목+토,월+금,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:54
4030000,202440300000400143,경기도,의왕시,의왕시,사그내길,문전수거,문앞,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,월+수+금,화+목+토,화+목+토,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:54
4030000,202440300000400200,경기도,의왕시,의왕시,계원대학로,문전수거,문앞,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,월+화+수+목+금+토,월+화+수+목+금+토,월+화+수+목+금+토,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:55
4030000,202440300000400202,경기도,의왕시,의왕시,복지로(~체육센터),문전수거,문앞,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,화+금,월+화+수+목+금+토,월+화+수+목+금+토,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:55
4030000,202440300000400328,경기도,의왕시,의왕시,고고리길,문전수거,문앞,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,기타,목,화,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-09-04 15:35:17
4030000,202440300000400128,경기도,의왕시,의왕시,장안남북로5길,문전수거,문앞,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,화+목+토,화+금,화+목+토,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:54
4030000,202440300000400047,경기도,의왕시,의왕시,안골다리길,문전수거,문앞,종량제봉투에담아배출,음식물종량제봉투에담아배출,투명비닐에담아배출,종량제봉투에담아배출,문전수거,화,수,수,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:54
4030000,202440300000400277,경기도,의왕시,의왕시,학의로,문전수거,문앞,종량제봉투에 담아 묶어서 배출,음식물종량제봉투에 담아 묶어서 배출,투명비닐 또는 마대에 담아 묶어서 배출,종량제봉투에 담아 묶어서 배출,문전수거,화+목+토,화+목+토,화+목+토,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:55
4030000,202440300000400306,경기도,의왕시,의왕시,백운안2길,문전수거,문앞,종량제봉투에 담아 묶어서 배출,음식물종량제봉투에 담아 묶어서 배출,투명비닐 또는 마대에 담아 묶어서 배출,종량제봉투에 담아 묶어서 배출,문전수거,월+수+금,화+금,월+수+금,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,명절,자원관리과,031-345-2842,2024-06-30,I,2025-12-15 16:20:32,2024-07-19 15:38:55
